Time,ECG,EMG,EDA,fs
0,-0.001124011614336883,3.2555131103056345e-05,661.8100498931665,100.0
1,0.004736514810287022,0.000460195124287323,661.7916566101287,100.0
2,0.017448210417290954,0.0008554985307325334,661.7728069065516,100.0
3,0.017303000672981485,0.0029662750585505108,661.7535265437429,100.0
4,0.022611835090715918,0.002972429093345367,661.7338427228528,100.0
5,0.03241809892543628,0.0007179793039840717,661.7137839958131,100.0
6,0.03651099215084843,0.0007283330059158712,661.693380168634,100.0
7,0.04737667241938724,2.9503781740735074e-05,661.6726621974398,100.0
8,0.04596578883316061,0.0010993258222122227,661.6516620776724,100.0
9,0.04721893971738958,0.00019942066064744017,661.6304127269437,100.0
10,0.05243789525866776,0.0016923142579682961,661.6089478620326,100.0
11,0.04532131822051558,0.00046013324805717267,661.5873018705395,100.0
12,0.058419408272870454,0.0033039357201673347,661.5655096777423,100.0
13,0.056699389618450335,0.0014438267679912763,661.5436066092593,100.0
14,0.03125249152674248,0.0067992528030222975,661.5216282502132,100.0
15,0.03404548358620382,0.00799725566103254,661.4996103016817,100.0
16,0.04717720643640383,0.002343759027364595,661.4775884352994,100.0
17,0.0492108598351373,0.00851736930768811,661.4555981469317,100.0
18,0.04854365400005974,0.0021460321798013712,661.4336746103854,100.0
19,0.05158454581652883,0.004206305327989412,661.4118525321502,100.0
20,0.050312792424838645,0.0022114361345664784,661.3901660081813,100.0
21,0.04516983648272061,0.0007771291555868437,661.3686483837009,100.0
22,0.037163781596302355,0.000623967139039129,661.347332116926,100.0
23,0.0315068141540701,0.0012729213061254598,661.3262486475362,100.0
24,0.04958694372381249,0.0009237651030538235,661.3054282706044,100.0
25,0.054639311677642556,0.003208760586038832,661.284900016621,100.0
26,0.04417256921732193,0.003340619865049242,661.2646915381581,100.0
27,0.0509186733447119,0.003471946782732106,661.2448290036398,100.0
28,0.052453867112084794,0.005344609380960731,661.2253369986129,100.0
29,0.057740889278187046,0.00125227031183913,661.2062384348402,100.0
30,0.05364248157277789,0.00432588164045233,661.1875544674756,100.0
31,0.038702913667778886,0.00012064481802325717,661.169304420519,100.0
32,0.055239940168410155,0.00396780645119088,661.151505720696,100.0
33,0.057490710212968185,0.002714046449148477,661.1341738398554,100.0
34,0.038912544088720344,0.00027800837741835725,661.1173222459314,100.0
35,0.03697254457880699,0.00044783272178960563,661.100962362479,100.0
36,0.0377863590360609,0.002406702990695939,661.0851035367502,100.0
37,0.05117400806952882,0.002757377606641927,661.069753016249,100.0
38,0.058962580867316775,0.009337985749652087,661.0549159336716,100.0
39,0.05897393541945676,0.004489671085838234,661.0405953001169,100.0
40,0.05631419774589209,0.0036739564176921664,661.0267920064284,100.0
41,0.03131939078039878,0.0009068022466861359,661.013504832513,100.0
42,0.03019500465224995,0.0037226721944779383,661.000730464469,100.0
43,0.011555570324865583,0.0019859738950781082,660.9884635193448,100.0
44,-0.01748515876830022,0.007884207197766615,660.9766965773428,100.0
45,0.008943759602903006,0.0033690186965751544,660.9654202212807,100.0
46,-0.01701546352500891,0.0013501670370624948,660.9546230831228,100.0
47,-0.026432540035559483,0.0027970968828685775,660.9442918973929,100.0
48,0.010312496675863337,0.004622264578758768,660.9344115612907,100.0
49,-0.0186934119328271,0.004075691661917843,660.9249652013384,100.0
50,-0.011805327654413516,0.009517167767036103,660.915934246396,100.0
51,-0.011706636832708428,0.0022119192499155038,660.9072985068993,100.0
52,-0.008578584750956646,0.003793349284950404,660.8990362601879,100.0
53,0.032268097915504446,0.00042813136700120135,660.8911243418094,100.0
54,0.07186270564476352,0.00250791897853976,660.8835382427069,100.0
55,0.0012614803939208568,0.002326825093850646,660.876252212219,100.0
56,-0.47842599976393513,0.0028199220251087474,660.8692393668443,100.0
57,-0.5783814498572495,0.0017463072143229091,660.8624718047427,100.0
58,0.022784102500560944,0.002144031640251843,660.8559207259356,100.0
59,0.16316752414071162,7.314109386811221e-05,660.8495565581122,100.0
60,0.053994167851683365,0.0007712136630882211,660.843349087822,100.0
61,0.1598106101326312,0.00012837071974044974,660.8372675966631,100.0
62,0.12581095565526199,0.00441459650383066,660.831281001881,100.0
63,0.12532753288044515,0.007213298292051175,660.8253580006171,100.0
64,0.14109398196004322,0.0040151744088491245,660.819467216898,100.0
65,0.09682922914253145,0.0033463960349703397,660.8135773503598,100.0
66,0.09230260723545863,0.008325644526664365,660.8076573256368,100.0
67,0.08189316435554786,0.004727297667288526,660.8016764413277,100.0
68,0.08503529613336841,0.0021028340084556212,660.795604517465,100.0
69,0.07625631262591101,0.0010475211517903989,660.7894120404553,100.0
70,0.07431190928473212,0.004443445953567757,660.7830703045017,100.0
71,0.07124310525869203,0.0036977114566640393,660.7765515485689,100.0
72,0.06202197090578506,0.0012539015505707218,660.7698290879996,100.0
73,0.07976597980552609,0.004730747724756621,660.7628774399448,100.0
74,0.06328636774633321,0.007531849527776967,660.7556724418212,100.0
75,0.045674104356925385,0.007694824907017665,660.7481913620643,100.0
76,0.048763302273670824,0.0023672688555984554,660.7404130025013,100.0
77,0.04557084398032624,0.004765989566867904,660.7323177917276,100.0
78,0.056937503351527995,0.009578958168603886,660.7238878689277,100.0
79,0.06612100952267079,0.008892557742339739,660.7151071576454,100.0
80,0.06773270248302822,0.0004648930181762661,660.7059614290679,100.0
81,0.08914863114225388,0.007053742793742937,660.6964383544574,100.0
82,0.12815927415371262,0.003256084806570884,660.6865275464293,100.0
83,0.1352230181190564,0.003535822434360903,660.6762205888447,100.0
84,0.12758415784048274,0.000633964124789917,660.6655110551596,100.0
85,0.13105244286704307,0.005651526183364087,660.654394515144,100.0
86,0.07885132606290478,0.003763184576547669,660.6428685299613,100.0
87,-0.011924257461949365,0.0034035741697340674,660.6309326356808,100.0
88,-0.09354872195423532,0.005429735664415395,660.6185883153703,100.0
