Time,ECG,EMG,EDA,fs
0,-0.004422383325113178,2.4494409032475472e-05,185.03103799937267,100.0
1,-0.025768594135186156,0.007210408014317703,185.03585218102918,100.0
2,-0.02914245769744223,0.0038272864882866234,185.04074210901757,100.0
3,-0.026638672329249713,0.0010565349821407396,185.04569679116835,100.0
4,-0.034738400171066164,0.0015182869632061357,185.0507049481651,100.0
5,-0.03776490895976288,0.0035879745844742505,185.05575505803887,100.0
6,-0.03859008955688179,0.0022603307618782893,185.06083540090953,100.0
7,-0.04255785492071205,0.007898013117291056,185.06593410360765,100.0
8,-0.039390620314431773,0.004097680872992198,185.07103918386431,100.0
9,-0.039180156770578574,0.0033651391547736857,185.0761385937965,100.0
10,-0.036736730510436216,0.005253598352930711,185.0812202624276,100.0
11,-0.027286937555589967,0.0030816200423100714,185.0862721369748,100.0
12,-0.022694886179213423,0.0009137314728387059,185.09128222262612,100.0
13,-0.026555546621726437,0.007152198352264064,185.09623862053857,100.0
14,-0.03863256844860764,0.007271046299560474,185.10112956382295,100.0
15,-0.04913901479130426,0.0031550130525270716,185.1059434513342,100.0
16,-0.07171217033171945,0.009934196994226872,185.11066887914373,100.0
17,-0.11111519147241877,0.0039654094419640865,185.1152946696267,100.0
18,-0.13843188426602207,0.002820042046357096,185.1198098981472,100.0
19,-0.15406611044261537,0.0019360297944485284,185.12420391735174,100.0
20,-0.15485219467266279,0.0007242698478117742,185.1284663790826,100.0
21,-0.14089329165006861,0.0023477015233251976,185.13258725390168,100.0
22,-0.12610800429719546,0.0003030528486268347,185.13655684819597,100.0
23,-0.1051847884985924,0.004302187776407449,185.14036581883147,100.0
24,-0.09055057658931596,0.0026973602326692834,185.14400518534472,100.0
25,-0.0892698027355149,0.003966799662250444,185.14746633969568,100.0
26,-0.09250082862751795,0.004942263947714276,185.15074105362606,100.0
27,-0.08447758981059363,0.0013549595316847912,185.15382148366794,100.0
28,-0.07087071625362323,0.004048688825158587,185.15670017384636,100.0
29,-0.07422006463507243,0.00040377232660969393,185.15937005613827,100.0
30,-0.06783559501390694,0.0022995767887463527,185.16182444877956,100.0
31,-0.06111132458767592,0.0008550592606713777,185.16405705252845,100.0
32,-0.06446749987039407,0.0010286340686195918,185.16606194498263,100.0
33,-0.05553964578624321,0.0011902922294174266,185.16783357302376,100.0
34,-0.05438572965076665,6.990916289488403e-05,185.1693667434526,100.0
35,-0.046346041375253076,0.0012315086554883546,185.17065661189903,100.0
36,-0.04282708100949908,0.0007526605800579867,185.17169867014374,100.0
37,-0.05069672186216553,0.0035962085239587683,185.1724887320538,100.0
38,-0.033168434418281156,0.004514010280416527,185.17302291838755,100.0
39,-0.02807224123532547,0.0003641611925423951,185.17329764074228,100.0
40,-0.031068352114643746,0.008818287603075759,185.17330958490498,100.0
41,-0.022375200451838283,0.008513806578582592,185.17305569383146,100.0
42,-0.02093535984121644,0.00044015349104567644,185.1725331504382,100.0
43,-0.013995594600892123,0.0035248084444716426,185.1717393603506,100.0
44,-0.017775991829773904,0.0018330113874511806,185.17067193471615,100.0
45,-0.025713410493185807,0.005116120810343959,185.1693286731754,100.0
46,-0.019723943164537815,0.005874071662769096,185.1677075470961,100.0
47,-0.014092424394961176,0.001114928528434568,185.16580668319935,100.0
48,-0.011432731871597568,0.003875762089144644,185.16362434772006,100.0
49,-0.013923375746583566,0.0005025310187108768,185.16115893123708,100.0
50,-0.0068086129681804025,0.0015694128563608861,185.15840893430155,100.0
51,-0.0035714082092151113,0.004200654507727876,185.1553729540061,100.0
52,-0.01703706607398031,1.0694338170752499e-05,185.15204967166443,100.0
53,-0.015553305756951174,0.004912778836183141,185.14843784178458,100.0
54,-0.008815999624461278,0.002479652727461699,185.14453628250826,100.0
55,-0.011349519991459892,0.0025650402119820623,185.14034386765675,100.0
56,-0.013370646684734675,0.0026837437092775314,185.13585952048948,100.0
57,-0.010457684149015429,0.0011118250746511669,185.13108220924437,100.0
58,-0.0022677530856519464,0.002706651869765091,185.12601094449462,100.0
59,0.0002783583474624342,0.0003119842660627846,185.1206447783218,100.0
60,-0.001411696852963532,0.002815473905301686,185.11498280527238,100.0
61,-0.0019153462056562384,3.8912804490566056e-06,185.10902416503302,100.0
62,0.002324469040432527,0.0030557329039438133,185.1027680467295,100.0
63,0.005318082415316548,0.00037278964651828986,185.0962136947245,100.0
64,-0.0013763929755475303,0.0032169289771422313,185.08936041576177,100.0
65,-0.0008021224191065731,0.0023039696596443456,185.0822075872774,100.0
66,0.002625589135622747,0.00020065341940364223,185.07475466667447,100.0
67,0.001673205985352907,0.0021028078715422294,185.06700120133357,100.0
68,0.00456586606143671,0.0032640188523348564,185.05894683911131,100.0
69,0.005215436917841842,0.0010664056118470234,185.05059133906602,100.0
70,0.005175846176115922,0.002382453766547594,185.04193458215875,100.0
71,0.00452165614925014,0.0013473498778201174,185.03297658171527,100.0
72,0.005645168603482534,0.0016449599981770739,185.0237174934859,100.0
73,0.004962518091687784,0.0005975387190024554,185.01415762518144,100.0
74,0.003597839819638285,0.0024658187844834147,185.00429744538093,100.0
75,0.013923850072073543,0.002117763236853692,184.99413759170483,100.0
76,0.013599292858593875,0.001604499593157786,184.98367887814436,100.0
77,0.009431580231266008,0.003304850219989671,184.97292230143304,100.0
78,0.017721068034813204,0.0009440614018579724,184.96186904634598,100.0
79,0.01799615976337867,0.005403956530421853,184.95052048981378,100.0
80,0.018002678024656233,0.0008794856366879916,184.93887820374238,100.0
81,0.015533691504796944,0.006883476738654251,184.92694395643642,100.0
82,0.00781592852351114,0.0044282104138328475,184.91471971253307,100.0
83,0.012523634634223152,0.002909097071410609,184.9022076313655,100.0
84,0.020501594246940452,0.001509805468014708,184.8894100636904,100.0
85,0.024883033311207725,0.0023105612384058016,184.87632954673137,100.0
86,0.023478017199966558,0.0017996467821601353,184.86296879751106,100.0
87,0.016973824928003436,0.005478499931591031,184.84933070446877,100.0
88,0.017725934180253044,0.0020243435372893446,184.8354183173871,100.0
89,0.02589632918689247,0.0006928740610035647,184.82123483568205,100.0
90,0.03020395860571241,0.00014822902444861056,184.80678359514258,100.0
91,0.03415105636285234,0.0011492707599975091,184.7920680532353,100.0
92,0.057217460656837034,0.001746703445064722,184.77709177310325,100.0
93,0.07229034101667751,0.0004721893591076835,184.7618584063783,100.0
94,0.05650770215619728,0.0021360236813849237,184.74637167490732,100.0
95,0.04424117516224235,0.004928031703844377,184.73063535148884,100.0
