Time,ECG,EMG,EDA
0,-0.0044223833267087245,2.4494409032507652e-05,185.03103799738116
1,-0.02576859413578812,0.00721040801431766,185.03585217907454
2,-0.029142457697048207,0.0038272864882865727,185.04074210710135
3,-0.02663867232785831,0.001056534982140792,185.04569678929207
4,-0.03473840016867698,0.001518286963206087,185.05070494633011
5,-0.03776490895637651,0.0035879745844742085,185.05575505624637
6,-0.0385900895524999,0.0022603307618783235,185.0608353991605
7,-0.04255785491533729,0.007898013117291084,185.06593410190283
8,-0.039390620308067927,0.004097680872992223,185.07103918220417
9,-0.039180156763230445,0.00336513915477366,185.07613859218145
10,-0.036736730502109696,0.005253598352930687,185.08122026085786
11,-0.027286937546291988,0.0030816200423100532,185.08627213545023
12,-0.02269488616895195,0.0009137314728387222,185.09128222114632
13,-0.026555546610510385,0.007152198352264082,185.09623861910288
14,-0.03863256843644687,0.007271046299560493,185.10112956243032
15,-0.04913901477820939,0.0031550130525270525,185.10594344998322
16,-0.07171217031770194,0.009934196994226855,185.11066887783286
17,-0.1111151914574908,0.003965409441964077,185.11529466835435
18,-0.13843188425019654,0.0028200420463570988,185.11980989691148
19,-0.15406611042590596,0.0019360297944485303,185.1242039161507
20,-0.15485219465508415,0.0007242698478117787,185.1284663779143
21,-0.14089329163163639,0.002347701523325207,185.13258725276427
22,-0.12610800427792657,0.00030305284862685135,185.1365568470877
23,-0.10518478847850495,0.004302187776407426,185.14036581775062
24,-0.0905505765684296,0.002697360232669257,185.14400518428977
25,-0.08926980271385059,0.003966799662250473,185.14746633866517
26,-0.09250082860509816,0.004942263947714306,185.15074105261866
27,-0.08447758978744224,0.0013549595316847643,185.15382148268245
28,-0.07087071622976553,0.004048688825158567,185.1567001728819
29,-0.07422006461053515,0.0004037723266097032,185.1593700551942
30,-0.06783559498871818,0.0022995767887463497,185.16182444785537
31,-0.06111132456186512,0.0008550592606713953,185.16405705162364
32,-0.06446749984399203,0.001028634068619626,185.1660619440967
33,-0.055539645759281886,0.0011902922294173754,185.1678335721561
34,-0.05438572962327923,6.990916289481814e-05,185.16936674260262
35,-0.04634604134727387,0.0012315086554884312,185.17065661106625
36,-0.0428270809810634,0.0007526605800579037,185.17169866932778
37,-0.05069672183330978,0.0035962085239586838,185.1724887312546
38,-0.033168434389042545,0.004514010280416448,185.17302291760524
39,-0.028072241205742123,0.0003641611925424643,185.1732976399772
40,-0.031068352084754475,0.008818287603075813,185.17330958415747
41,-0.02237520042168261,0.008513806578582628,185.17305569310182
42,-0.0209353598108344,0.0004401534910456563,185.17253314972663
43,-0.013995594570324156,0.0035248084444716395,185.17173935965712
44,-0.017775991799060996,0.0018330113874511938,185.17067193404066
45,-0.02571341046236894,0.005116120810343986,185.16932867251776
46,-0.019723943133658398,0.0058740716627691345,185.1677075464562
47,-0.014092424364060531,0.0011149285284345232,185.1658066825771
48,-0.011432731840717095,0.0038757620891445967,185.1636243471156
49,-0.013923375715764616,0.0005025310187108317,185.16115893065063
50,-0.006808612937464063,0.0015694128563608464,185.15840893373337
51,-0.003571408178642342,0.004200654507727845,185.1553729534565
52,-0.01703706604359171,1.0694338170730876e-05,185.1520496711339
53,-0.015553305726786891,0.004912778836183153,185.1484378412742
54,-0.008815999594561016,0.002479652727461701,185.1445362820194
55,-0.011349519961862821,0.0025650402119820684,185.14034386719104
56,-0.013370646655479376,0.0026837437092775453,185.13585952004865
57,-0.01045768412013981,0.0011118250746511467,185.13108220883026
58,-0.002267753057193199,0.0027066518697650673,185.126010944109
59,0.0002783583754678229,0.00031198426606280835,185.1206447779662
60,-0.0014116968254471764,0.002815473905301705,185.11498280494797
61,-0.001915346178663714,3.891280449068029e-06,185.10902416474065
62,0.0023244690668673476,0.003055732903943811,185.10276804646966
63,0.005318082441160742,0.00037278964651829604,185.09621369449746
64,-0.0013763929503258568,0.003216928977142217,185.08936041556763
65,-0.0008021223945382863,0.002303969659644324,185.0822075871162
66,0.0026255891595079357,0.00020065341940366953,185.0747546665461
67,0.0016732060085263532,0.0021028078715422597,185.06700120123799
68,0.00456586608387098,0.0032640188523348863,185.05894683904816
69,0.005215436939510666,0.0010664056118470482,185.05059133903455
70,0.005175846196994266,0.0023824537665475803,185.04193458215795
71,0.00452165616931423,0.001347349877820116,185.0329765817438
72,0.005645168622709843,0.0016449599981770628,185.0237174935421
73,0.004962518110057107,0.00059753871900243,185.01415762526338
74,0.003597839837129668,0.0024658187844834555,185.00429744548646
75,0.013923850088668407,0.0021177632368537453,184.9941375918318
76,0.013599292874274898,0.001604499593157725,184.98367887829068
77,0.009431580246017262,0.0033048502199896084,184.97292230159678
78,0.017721068048620087,0.0009440614018580317,184.96186904652532
79,0.01799615977622797,0.005403956530421904,184.95052049000705
80,0.018002678036536084,0.0008794856366880309,184.93887820394815
81,0.015533691515696915,0.006883476738654225,184.9269439566533
82,0.007815928533422166,0.004428210413832837,184.91471971275953
83,0.012523634643137629,0.002909097071410601,184.90220763159985
84,0.020501594254852155,0.0015098054680146823,184.88941006393077
85,0.024883033318111827,0.002310561238405841,184.87632954697574
86,0.023478017205859642,0.0017996467821600878,184.86296879775725
87,0.01697382493288351,0.005478499931590979,184.8493307047145
88,0.017725934184119527,0.002024343537289292,184.83541831763017
89,0.025896329189746253,0.0006928740610036115,184.82123483592042
90,0.03020395860755573,0.00014822902444864595,184.80678359537453
91,0.03415105636368894,0.0011492707599975306,184.79206805345916
92,0.05721746065667205,0.0017467034450647275,184.77709177331738
93,0.07229034101551758,0.0004721893591076728,184.7618584065811
94,0.05650770215405053,0.002136023681384901,184.746371675097
95,0.044241175159118545,0.004928031703844348,184.73063535166355
96,0.034531751193021196,0.0018677100788598686,184.7146532399039
97,0.009618882282744516,0.004009627843687483,184.69842915345023
98,-0.014707262038170068,0.0038901146634067766,184.68196689467524
99,-0.005006008294004067,0.0013440544770492876,184.66527023326373
100,0.01579473533711077,0.0024800218532962017,184.6483428849602
101,0.0040410639926549315,0.0029589861591164347,184.6311884908397
102,-0.000644325773669803,0.006300375107292816,184.61381059742527
103,-0.0008530912012644845,0.002236262338905072,184.59621263792363
104,0.004512321585271137,0.0025579517100112956,184.57839791478182
105,0.010280094411598821,0.002494950515539228,184.56036958370336
106,0.005266230864076335,0.001412182292614428,184.54213063922225
107,0.07781889762537106,0.0023822071546404345,184.5236839019302
108,0.08786417794777576,0.002518663492596562,184.50503200748477
109,-0.09386104275883216,0.00045463779458188155,184.4861773975697
110,-0.3574479439503851,0.003456631092126678,184.46712231299625
111,-0.5518259742374996,0.0012234999855576833,184.44786878910116
112,-0.4048915869061911,0.0035483495577384666,184.42841865353577
113,-0.0737400052407317,0.002005442460872164,184.40877352648496
114,0.076523518547914,0.0026501917839747377,184.3889348233074
115,0.14611421202096647,0.0008561300260619972,184.3689037595351
116,0.17429115001002296,0.0006451003054228843,184.34868135809913
117,0.15355880731783464,0.004631585207213194,184.32826845858347
118,0.1603728698381936,0.0038267687971185183,184.30766572826957
119,0.14195263242519307,0.004752215389923482,184.28687367471852
120,0.1247827726711769,0.004399054287951969,184.2658926596328
121,0.11865642572429025,0.0011075121650865197,184.24472291374022
122,0.09997429486610965,0.0026118859645474805,184.22336455245093
123,0.09499830405442593,0.004554352287919815,184.20181759205732
124,0.0799633867483356,0.004362815482822013,184.18008196628722
125,0.07266086047305492,0.006790006834873871,184.15815754309037
126,0.07405286489944671,0.001986638892609209,184.13604414160363
127,0.061131751759104264,0.0028215961820714838,184.11374154927117
128,0.05853117816125278,0.005812023024710885,184.09124953908668
129,0.04998823760935728,0.006643069075349028,184.06856788689467
130,0.044906013496652755,0.0012279586316539417,184.0456963886557
131,0.055851656793952396,0.00533902903753689,184.02263487755258
132,0.05088594026607525,0.003427718458072707,183.99938324079304
133,0.04304428636783192,0.002276234482539266,183.97594143594637
134,0.040272047241286024,0.005273453119392891,183.95230950664197
135,0.034401239664092226,0.006911582085134646,183.92848759745164
136,0.023721177234257387,0.0005651711248546834,183.9044759677773
137,0.010058292010335527,0.0070927205780480585,183.8802750045725
138,0.005978588714494512,0.006421474609680351,183.8558852337368
139,-0.01015767378540336,0.0037705732800607265,183.83130733004046
140,-0.03701224807945273,0.004851443917926143,183.80654212545926
141,-0.0422197110869888,0.0015496797017339461,183.7815906158298
142,-0.03685879767033957,0.0051108262729408546,183.75645396576957
143,-0.031812550672439155,0.004000971699078237,183.73113351184736
144,-0.0178254533181402,0.0012694646174014864,183.70563076403747
145,0.003510928724042347,0.0005348372812761745,183.67994740554366
146,0.017764720356541225,0.0025140412697180013,183.6540852911377
147,0.015924646229315297,0.0002555653636320016,183.62804644421502
148,0.012356239729920733,0.003418481897770777,183.60183305281393
149,0.019168772937205186,0.00021467002235374502,183.5754474648616
150,0.022276377516003393,0.005097408801630778,183.54889218289296
151,0.012893524136743727,0.0009145027314205747,183.52216985844606
152,0.006536844184060458,0.005138450523884524,183.49528328628767
153,0.006162178782908891,0.001218735073283636,183.46823539858963
154,0.0027696868639511853,0.008618262798066552,183.441029259171
155,-0.0005804815016059658,0.0037971638737254267,183.41366805792347
156,0.0019651699594624705,0.0023327508297479134,183.38615510552233
157,0.010131717057410367,0.004534912951875358,183.3584938284993
158,0.007459089188009466,0.008749052128947115,183.33068776472183
